PLAYER,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC,xYAC,+/-,Season,Week
Zach Pascal,IND,WR,5.7,3.6,9,16.14,5,7,71.43,35,0,2.7,4.9,-2.2,2018,6
Keke Coutee,HOU,WR,6.8,2.6,7.4,17.07,3,5,60,33,0,7.3,6.8,0.5,2018,6
Justin Hardy,ATL,WR,6.5,2.9,8.3,15.08,3,7,42.86,33,0,5.3,5.4,-0.1,2018,6
Paul Richardson,WAS,WR,8.7,3,9.6,18.08,3,5,60,31,1,2.6,7.3,-4.7,2018,6
Seth Roberts,OAK,WR,7.4,5.6,1.2,8.71,5,6,83.33,31,0,6.1,5.9,0.3,2018,6
George Kittle,SF,TE,5.5,4.4,1.5,4.92,4,6,66.67,30,0,6.1,7.2,-1.1,2018,6
Jesse James,PIT,TE,5,3.6,4.4,7.99,5,7,71.43,26,0,3.4,6,-2.6,2018,6
Ryan Grant,IND,WR,7.3,2.3,8.4,10.74,2,5,40,24,0,2.1,1.6,0.5,2018,6
Jeff Heuerman,DEN,TE,5.5,2.5,10.1,14.41,3,5,60,23,0,1.4,2.1,-0.7,2018,6
Josh Doctson,WAS,WR,7.4,1.6,15.5,29.31,3,5,60,20,0,0.7,2.9,-2.1,2018,6
Charles Clay,BUF,TE,7.3,2.6,2.4,5.13,4,5,80,20,0,3.2,3.8,-0.6,2018,6
Jarvis Landry,CLE,WR,4.7,2.8,9.2,19.89,2,10,20,11,0,6.1,7.6,-1.5,2018,6
Allen Hurns,DAL,WR,5.2,1.5,17.6,33.87,0,5,--,,0,--,--,--,2018,6
Ryan Griffin,HOU,TE,4.7,1.7,9.1,20.93,0,5,--,,0,--,--,--,2018,6
Pierre Garcon,SF,WR,5.3,3.4,1.8,6.24,4,6,66.67,37,0,9,5.7,3.4,2018,6
Kyle Rudolph,MIN,TE,5.2,4.4,3.4,8.95,4,5,80,37,0,5.4,4.8,0.5,2018,6
Sterling Shepard,NYG,WR,4.8,3.5,7.4,20.83,3,7,42.86,37,0,8.9,6.6,2.2,2018,6
Antonio Callaway,CLE,WR,7.1,2.2,14.4,21.84,2,7,28.57,9,0,1.7,2.9,-1.2,2018,6
Sterling Shepard,NYG,WR,4.8,1.4,15.5,44.76,5,8,62.5,167,0,13.2,7.1,6.2,2018,7
Odell Beckham,NYG,WR,4.6,3.4,14.1,56.04,8,11,72.73,143,1,6.2,7.9,-1.8,2018,7
Zach Ertz,PHI,TE,4.7,2.2,12.7,49.39,9,11,81.82,138,0,2.6,2.7,-0.1,2018,7
John Brown,BAL,WR,7.3,3.3,13,27.66,7,7,100,134,1,6.4,3.3,3.1,2018,7
Trey Burton,CHI,TE,5.1,4.8,11,21.19,9,11,81.82,126,1,4.3,3.5,0.8,2018,7
A.J. Green,CIN,WR,3.8,2.1,11.6,60.03,7,14,50,117,0,6.3,6.1,0.2,2018,7
Adam Thielen,MIN,WR,7,2.4,10.3,22.85,9,10,90,110,1,2.4,2.6,-0.2,2018,7
Mike Evans,TB,WR,3.9,2.2,14.3,30.93,7,11,63.64,107,0,3.7,3.1,0.6,2018,7
Julio Jones,ATL,WR,5.8,3.4,10.1,41.82,9,12,75,104,0,3.7,4.8,-1,2018,7
Emmanuel Sanders,DEN,WR,7.4,4.2,9.9,37.32,6,7,85.71,102,1,9.2,8.6,0.6,2018,7
Tajae Sharpe,TEN,WR,8.3,2.5,9.9,57.45,7,9,77.78,101,0,2.9,2.3,0.6,2018,7
Josh Gordon,NE,WR,6.1,1.5,14.1,43.99,4,7,57.14,100,0,10.9,1.4,9.6,2018,7
George Kittle,SF,TE,3.6,3.5,8.9,29.6,5,8,62.5,98,1,11.9,8.5,3.3,2018,7
Jarvis Landry,CLE,WR,4.6,3.5,11.6,61.56,10,15,66.67,97,1,2.7,4,-1.3,2018,7
Travis Kelce,KC,TE,6.5,3.6,6.1,9.11,5,5,100,95,0,12.9,4.3,8.6,2018,7
Alshon Jeffery,PHI,WR,7.5,1.9,11.5,40.79,7,10,70,88,1,3.3,3.8,-0.5,2018,7
Danny Amendola,MIA,WR,4.9,3.2,10.3,23.22,6,7,85.71,84,1,5.1,6.3,-1.2,2018,7
Michael Gallup,DAL,WR,6.3,2.4,20.1,27.64,3,5,60,81,1,5.7,5.2,0.5,2018,7
Robert Woods,LAR,WR,7,3.3,11.7,37.34,5,7,71.43,78,0,2.7,4.4,-1.8,2018,7
Donte Moncrief,JAX,WR,8.6,3.4,6.9,28.12,7,10,70,76,0,5.3,3.1,2.2,2018,7
Allen Hurns,DAL,WR,7.8,1.7,10.6,17.52,5,6,83.33,74,0,4.2,2.9,1.3,2018,7
Sammy Watkins,KC,WR,7,2,13.5,28.08,4,7,57.14,74,0,5.2,5.6,-0.4,2018,7
Keenan Allen,LAC,WR,2.1,3.3,8.9,19.31,5,5,100,72,0,5.5,4.3,1.2,2018,7
Kelvin Benjamin,BUF,WR,3.5,1.6,15.9,41.13,4,5,80,71,0,3.3,1.7,1.6,2018,7
Michael Thomas,NO,WR,4,3.1,4.8,20.9,7,9,77.78,69,1,3.9,5.8,-1.9,2018,7
Tyreek Hill,KC,WR,8.4,3.5,11.8,35.1,7,10,70,68,1,5.4,4.5,0.9,2018,7
Will Fuller,HOU,WR,5.3,3.7,12.9,46.77,6,8,75,68,0,4.5,3.6,0.9,2018,7
O.J. Howard,TB,TE,4.2,2,11.6,20.51,5,9,55.56,67,0,3.4,3.4,0,2018,7
Michael Crabtree,BAL,WR,3.1,2.4,12.8,34.76,5,9,55.56,66,0,3.8,4.5,-0.7,2018,7
Brandin Cooks,LAR,WR,3,2.1,20.2,46.11,4,5,80,64,1,2.4,2.9,-0.4,2018,7
Chris Hogan,NE,WR,7.3,4.1,7.3,22.78,6,7,85.71,63,0,4.3,3.4,0.9,2018,7
Devin Funchess,CAR,WR,6.4,1.9,10.8,40.85,6,11,54.55,62,1,1.4,2.2,-0.7,2018,7
Torrey Smith,CAR,WR,6.9,3,10.5,21.67,4,6,66.67,61,0,6.5,1.3,5.2,2018,7
Chris Godwin,TB,WR,6.9,3.7,8.7,10.21,5,6,83.33,59,0,2.3,6.6,-4.3,2018,7
Christian Kirk,ARI,WR,6.3,2.9,17.2,32.63,3,6,50,57,0,2.7,6.5,-3.8,2018,7
Cole Beasley,DAL,WR,5.5,1.8,8.8,19.4,7,8,87.5,56,0,0.7,2.8,-2.1,2018,7
David Njoku,CLE,TE,7.1,1.8,10.6,22.64,4,6,66.67,52,1,3.2,1.4,1.8,2018,7
DeAndre Hopkins,HOU,WR,2,1.3,12.1,44,3,8,37.5,50,1,2.7,4,-1.3,2018,7
Tre'Quan Smith,NO,WR,6,2.1,12.7,36.79,3,6,50,44,0,1.4,2,-0.6,2018,7
Robby Anderson,NYJ,WR,5.8,2.2,23.7,50.85,3,10,30,44,0,4,6.8,-2.7,2018,7
Calvin Ridley,ATL,WR,5.6,3.1,4.9,10.19,5,6,83.33,43,0,4.4,4.3,0.1,2018,7
Dallas Goedert,PHI,TE,5.3,2.6,7,12.43,4,5,80,43,1,7.6,6.5,1.1,2018,7
Benjamin Watson,NO,TE,4.9,2.9,6.6,19.22,6,6,100,43,1,1.1,1.1,0,2018,7
Chris Herndon,NYJ,TE,7,3.6,9.1,13.64,4,7,57.14,42,1,4.5,6.8,-2.3,2018,7
Demaryius Thomas,DEN,WR,5.2,3.4,6.7,21.9,5,6,83.33,42,0,2.1,2.1,0,2018,7
Josh Doctson,WAS,WR,2.8,1.1,19.9,42.03,3,6,50,42,0,2.9,2.7,0.2,2018,7
Larry Fitzgerald,ARI,WR,6.4,1.9,8.1,20.57,4,8,50,40,1,3.8,3.2,0.6,2018,7
Adam Humphries,TB,WR,5.9,4.1,8.3,14.67,4,9,44.44,37,0,3.5,4.6,-1.2,2018,7
Julian Edelman,NE,WR,6.2,3.1,6.5,23.13,5,8,62.5,36,1,3.8,5.2,-1.4,2018,7
Golden Tate,DET,WR,6.1,1.9,3,13.71,4,6,66.67,36,0,5.5,8.4,-2.9,2018,7
Anthony Miller,CHI,WR,5.9,1.6,16.8,20.57,2,7,28.57,35,0,6.7,5.7,0.9,2018,7
Chad Williams,ARI,WR,6,2.2,11,27.83,4,8,50,34,0,-0.2,0.6,-0.8,2018,7
Stefon Diggs,MIN,WR,7.4,2,10,33.37,8,15,53.33,33,0,1.8,3.6,-1.8,2018,7
D.J. Chark,JAX,WR,8,3,7.4,21.31,4,7,57.14,31,0,1.9,3.9,-2,2018,7
Eric Ebron,IND,TE,6,2.6,8.2,54.04,3,7,42.86,31,0,4.5,3.9,0.6,2018,7
D.J. Moore,CAR,WR,6,4.5,4.6,7.89,3,5,60,29,0,7.1,7.5,-0.5,2018,7
Zay Jones,BUF,WR,6.9,2.6,6.8,17.71,3,5,60,27,0,3.6,3,0.6,2018,7
Marquise Goodwin,SF,WR,7,1.7,17.4,36.13,2,5,40,24,0,0.7,1.9,-1.2,2018,7
Willie Snead,BAL,WR,4.5,4.3,7.7,16.29,3,7,42.86,23,0,3.9,4.1,-0.1,2018,7
Keelan Cole,JAX,WR,8.6,2.7,9.9,28.21,2,7,28.57,21,0,0.1,0.2,-0.2,2018,7
Andre Roberts,NYJ,WR,6.4,2.4,11.2,14.46,2,6,33.33,21,0,6.2,5.6,0.6,2018,7
Nelson Agholor,PHI,WR,8.3,5.9,0.8,1.88,6,7,85.71,20,0,6.1,8.7,-2.5,2018,7
Charles Clay,BUF,TE,6.5,2.2,8,20.7,3,5,60,14,0,0.7,2.2,-1.5,2018,7
Corey Davis,TEN,WR,5.4,2.5,3.5,15.84,3,7,42.86,10,0,2.6,5.8,-3.2,2018,7
Greg Olsen,CAR,TE,5.4,1.6,9.2,15.85,2,5,40,5,1,0.4,0.1,0.3,2018,7
Allen Robinson,CHI,WR,4.9,1.6,13.8,12.05,1,5,20,4,0,-0.4,0.5,-0.9,2018,7
Mike Evans,TB,WR,5.3,2.7,17.2,34.6,6,13,46.15,179,1,7.9,7.8,0.1,2018,8
Tyler Boyd,CIN,WR,4.1,2.9,9.1,28.71,9,10,90,138,1,6.5,6.5,-0.1,2018,8
Odell Beckham,NYG,WR,7.7,2.6,10.8,38.04,8,11,72.73,136,0,5.4,3.4,1.9,2018,8
DeVante Parker,MIA,WR,7.1,3.2,17.2,39.01,6,9,66.67,134,0,8.8,8,0.8,2018,8
Davante Adams,GB,WR,6,2.2,15.2,44.05,5,7,71.43,133,0,8.7,6.3,2.4,2018,8
Will Fuller,HOU,WR,6,4.1,13.1,43.31,5,6,83.33,124,1,12.8,7.4,5.4,2018,8
Stefon Diggs,MIN,WR,5.1,2.7,5.9,21.44,10,11,90.91,119,1,5.8,4.9,1,2018,8
Marvin Jones,DET,WR,4,3.4,19.1,66.91,7,10,70,117,2,0.5,2.4,-2,2018,8
Sammy Watkins,KC,WR,4.7,3.3,8,32.81,8,9,88.89,107,2,7.3,6.6,0.7,2018,8
Julian Edelman,NE,WR,7.7,4,7.9,23.66,9,10,90,104,0,4.2,4.9,-0.6,2018,8
Adam Thielen,MIN,WR,5.8,3.6,10.7,24.73,7,7,100,103,1,4.6,3.5,1.1,2018,8
Larry Fitzgerald,ARI,WR,6.6,1.8,12.4,48.9,8,12,66.67,102,1,1.3,3.4,-2.1,2018,8
Jordan Matthews,PHI,WR,5.5,1.9,16.1,32.32,4,5,80,93,0,5.9,7.2,-1.4,2018,8
D.J. Moore,CAR,WR,7.7,3.3,10.1,33.52,5,6,83.33,90,0,8.6,6.1,2.4,2018,8
DeAndre Hopkins,HOU,WR,4.6,2.9,11,42.15,6,7,85.71,82,2,5.1,3.8,1.2,2018,8
Michael Thomas,NO,WR,5.5,2.4,13.2,91.38,5,6,83.33,81,0,2.7,2.5,0.2,2018,8
Travis Kelce,KC,TE,5.9,3.2,10,45.91,6,10,60,79,1,6.2,7.1,-0.9,2018,8
Adam Humphries,TB,WR,4.9,3,8.5,13.14,7,10,70,76,0,4.8,5.3,-0.5,2018,8
A.J. Green,CIN,WR,2.9,1.3,17.8,39.2,5,7,71.43,76,1,2.3,3.1,-0.8,2018,8
Jared Cook,OAK,TE,8.6,3.1,11.5,32.39,4,5,80,74,1,4.9,5.8,-0.9,2018,8
Antonio Brown,PIT,WR,6.3,2.5,13.8,41.49,6,8,75,74,2,3,4.1,-1.1,2018,8
Brandin Cooks,LAR,WR,2.5,1,22.2,46.29,3,8,37.5,74,0,2.9,5.2,-2.3,2018,8
Kendrick Bourne,SF,WR,6.5,3.4,8.2,34.05,7,10,70,71,0,1.8,4.2,-2.3,2018,8
Jack Doyle,IND,TE,6.2,5,4.9,14.34,6,7,85.71,70,1,6.5,7.3,-0.8,2018,8
Robert Woods,LAR,WR,4,2.7,11.4,20.91,5,7,71.43,70,0,4.1,6,-1.9,2018,8
DeSean Jackson,TB,WR,7.5,2.5,23.1,28.64,3,8,37.5,68,1,6.8,6.9,-0.2,2018,8
George Kittle,SF,TE,4.7,2.7,4.8,15.86,5,8,62.5,57,0,8.1,5,3.1,2018,8
Zay Jones,BUF,WR,5.7,3.1,12.3,23.24,6,8,75,55,0,2.7,5.5,-2.8,2018,8
Donte Moncrief,JAX,WR,6.5,2.2,12.1,30.21,4,7,57.14,54,0,4.7,2.8,1.9,2018,8
Willie Snead,BAL,WR,4.2,3.8,10.2,27.09,5,11,45.45,54,0,7,4,3.1,2018,8
Taylor Gabriel,CHI,WR,8.2,1.9,15.1,32.6,4,6,66.67,52,0,4.2,2.5,1.6,2018,8
Dontrelle Inman,IND,WR,5.4,2.1,9,26.49,6,7,85.71,52,0,0.4,1.4,-1,2018,8
Golden Tate,DET,WR,6.1,2.2,3.7,15.56,7,12,58.33,50,0,4.3,3.7,0.6,2018,8
Nelson Agholor,PHI,WR,5.8,3.8,12.3,29.61,3,6,50,49,0,10.4,9.8,0.7,2018,8
Josh Doctson,WAS,WR,4.9,3.7,6.6,14.53,5,5,100,49,0,3.2,3.7,-0.5,2018,8
Bennie Fowler,NYG,WR,6.1,3.2,10.7,23.92,4,7,57.14,48,0,6.6,5.6,1,2018,8
Marquez Valdes-Scantling,GB,WR,6.7,3.3,7,14.56,2,5,40,45,1,12.3,7.4,4.9,2018,8
Kelvin Benjamin,BUF,WR,2.7,1.3,18.2,29.94,2,7,28.57,45,0,3.2,7.2,-4,2018,8
Danny Amendola,MIA,WR,6.8,3.3,6.9,10.37,5,6,83.33,43,0,3.5,5.3,-1.7,2018,8
Rob Gronkowski,NE,TE,5.4,1.6,14.6,35.1,3,8,37.5,43,0,3.1,4.1,-1,2018,8
Josh Reynolds,LAR,WR,7.5,3.6,7.4,9.71,3,5,60,42,2,8.6,6.2,2.5,2018,8
Josh Gordon,NE,WR,6,2.3,13.9,25.11,4,6,66.67,42,0,1.1,3.1,-2,2018,8
Christian Kirk,ARI,WR,4.5,2.7,13.4,30.69,3,7,42.86,42,1,6,1.5,4.5,2018,8
D.J. Chark,JAX,WR,8.7,4.6,6.8,12.1,4,5,80,41,0,4.2,2.8,1.5,2018,8
Randall Cobb,GB,WR,5.4,3.7,3.9,8.16,4,5,80,40,0,8.2,7.9,0.3,2018,8
Jarvis Landry,CLE,WR,6.5,2.9,8.3,36.3,8,12,66.67,39,0,1.9,3.7,-1.8,2018,8
Kyle Rudolph,MIN,TE,6.1,1.8,8.6,20.01,4,7,57.14,39,0,2.1,3,-1,2018,8
Jordan Reed,WAS,TE,6.9,3.1,5.4,28.22,7,12,58.33,38,0,4.1,3.9,0.1,2018,8
Josh Bellamy,CHI,WR,7,2.3,9,16.18,4,5,80,37,0,2.1,2.6,-0.4,2018,8
David Grinnage,JAX,TE,6.5,3.3,10.7,18.94,3,5,60,37,0,3.7,6.6,-2.9,2018,8
Anthony Miller,CHI,WR,3.5,2.2,12.4,31.39,3,7,42.86,37,1,2.7,7.6,-4.9,2018,8
Jakeem Grant,MIA,WR,8.1,4.7,7.9,16.01,4,8,50,36,0,3.4,2,1.4,2018,8
Charles Clay,BUF,TE,6.3,2.1,12.2,17.29,3,6,50,36,0,3.7,2.7,0.9,2018,8
Antonio Callaway,CLE,WR,5.3,3,6.1,13.31,5,6,83.33,36,1,3.2,4.4,-1.2,2018,8
Alshon Jeffery,PHI,WR,4.5,2.3,7.1,14.19,4,5,80,35,0,4.8,3.7,1.1,2018,8
Sterling Shepard,NYG,WR,8.5,3.8,10.8,27.68,4,8,50,34,0,4.1,4,0.2,2018,8
Paul Richardson,WAS,WR,7.8,1.9,18,39.35,2,5,40,34,0,4.6,2.3,2.2,2018,8
T.Y. Hilton,IND,WR,4.5,1.4,14.4,30.32,1,5,20,34,0,3.2,1.9,1.3,2018,8
JuJu Smith-Schuster,PIT,WR,4.2,1.7,8.3,18.76,4,6,66.67,33,0,2.4,5,-2.6,2018,8
Chris Godwin,TB,WR,6.2,2.3,11.3,12.22,2,7,28.57,32,0,1,4.4,-3.4,2018,8
Michael Crabtree,BAL,WR,7.4,3,19.4,23.54,3,5,60,31,0,2.3,6,-3.7,2018,8
Mark Andrews,BAL,TE,4.4,2.4,6.1,7.36,4,5,80,31,0,3.3,2.9,0.3,2018,8
Dede Westbrook,JAX,WR,4,3.1,10.7,22.73,2,6,33.33,31,1,3.2,2.7,0.5,2018,8
Demaryius Thomas,DEN,WR,7.1,2.4,13.3,28.45,3,7,42.86,30,0,6.5,8,-1.4,2018,8
Jermaine Kearse,NYJ,WR,6,1.7,8,34.72,3,10,30,30,0,3,2.8,0.1,2018,8
Matt LaCosse,DEN,TE,7.8,4.3,5.8,8.92,4,5,80,29,0,3.2,4.2,-1,2018,8
John Brown,BAL,WR,5.6,3.1,15.5,26.27,3,7,42.86,28,0,1.8,1.7,0.1,2018,8
Zach Ertz,PHI,TE,4.3,2,5.9,14.27,4,6,66.67,26,1,2.2,4,-1.7,2018,8
Evan Engram,NYG,TE,5.5,4.7,2.2,6.4,5,9,55.56,25,1,3.8,3.4,0.4,2018,8
Laquon Treadwell,MIN,WR,4,1.2,12.9,21.39,3,5,60,25,0,0.6,1.4,-0.8,2018,8
Mike Gesicki,MIA,TE,3.6,4.7,7.8,9.83,4,5,80,14,0,1.3,5.2,-3.9,2018,8
Jeff Heuerman,DEN,TE,3.5,1.1,12.9,19.76,1,5,20,4,1,--,--,--,2018,8
Michael Thomas,NO,WR,4.5,2.3,8.4,39.79,12,15,80,211,1,8.7,4.8,3.8,2018,9
Josh Gordon,NE,WR,3.5,2,15.4,57.41,5,9,55.56,130,1,14.4,6.4,7.9,2018,9
Maurice Harris,WAS,WR,8.2,3.9,9.4,29,10,12,83.33,124,0,3.5,5.8,-2.3,2018,9
Keenan Allen,LAC,WR,4.9,3.2,13.8,48.98,6,10,60,124,0,5.4,6.7,-1.3,2018,9
Julio Jones,ATL,WR,4.7,2.6,10.7,46.47,7,10,70,121,1,8.3,5.6,2.6,2018,9
Brandin Cooks,LAR,WR,5.7,2.7,16.6,37.14,6,8,75,114,1,4.2,5.6,-1.4,2018,9
DeAndre Hopkins,HOU,WR,5.7,3.7,7,51.59,10,12,83.33,105,1,4,4.7,-0.7,2018,9
Marquez Valdes-Scantling,GB,WR,6,1.3,19.1,29.07,3,6,50,101,0,8.2,10.4,-2.3,2018,9
Travis Kelce,KC,TE,5.6,3.2,8.9,37.51,7,9,77.78,99,2,5.4,3.5,1.8,2018,9
Cooper Kupp,LAR,WR,7,3.8,7.9,13.3,5,6,83.33,89,1,10.3,10.4,0,2018,9
Jeff Heuerman,DEN,TE,6.3,3.4,1.7,8.04,10,11,90.91,83,1,6.6,7,-0.4,2018,9
Adam Humphries,TB,WR,5,3.6,3.9,8.86,8,8,100,82,2,6.3,4.3,2,2018,9
JuJu Smith-Schuster,PIT,WR,5.4,2.5,7.7,22.94,7,9,77.78,78,0,4.3,6.9,-2.6,2018,9
Greg Olsen,CAR,TE,8.2,3.7,8,28.14,6,6,100,76,1,4.8,5.7,-0.9,2018,9
Robert Woods,LAR,WR,7.5,3.1,10.1,25.34,5,9,55.56,71,0,4.3,3.3,1,2018,9
Julian Edelman,NE,WR,6.4,3.4,6.1,25.21,6,10,60,71,0,5,5.4,-0.4,2018,9
Calvin Ridley,ATL,WR,5.9,3.1,7.8,30.74,6,9,66.67,71,1,9.7,8.7,1,2018,9
Tyreek Hill,KC,WR,4.6,3.9,13.3,31.32,4,5,80,69,0,7.5,7.5,0,2018,9
Marvin Jones,DET,WR,4.7,2.3,9.5,42.54,6,8,75,66,0,3,2.8,0.2,2018,9
Vernon Davis,WAS,TE,4.6,2.4,10.3,18.6,5,7,71.43,62,0,6.9,8.1,-1.2,2018,9
Sammy Watkins,KC,WR,3.8,3.7,10.6,24.97,5,5,100,62,0,1.8,3.5,-1.7,2018,9
Willie Snead,BAL,WR,5.6,3.7,3.9,10.76,7,8,87.5,58,0,5,4.2,0.8,2018,9
Amari Cooper,DAL,WR,4.7,2.1,12.2,40.37,5,8,62.5,58,1,3.6,1.9,1.7,2018,9
Courtland Sutton,DEN,WR,7.4,2.8,13,27.66,3,5,60,57,0,11.3,7.9,3.4,2018,9
Pierre Garcon,SF,WR,5.7,4.1,14.3,47.07,3,5,60,56,1,5.2,8.6,-3.4,2018,9
Corey Davis,TEN,WR,4.7,2.6,10.6,48.7,6,10,60,56,0,-0.5,1.1,-1.7,2018,9
Jimmy Graham,GB,TE,5.4,4.2,11.9,18.09,4,6,66.67,55,1,3,4.2,-1.2,2018,9
David Njoku,CLE,TE,7.4,1.4,9,13.58,4,5,80,53,0,6.9,3.5,3.4,2018,9
O.J. Howard,TB,TE,4,2.1,10.3,17.61,4,6,66.67,53,2,5.7,4.2,1.5,2018,9
Nick Vannett,SEA,TE,8.1,2.9,9,25.86,6,8,75,52,1,2.6,3.5,-0.9,2018,9
Michael Gallup,DAL,WR,4.1,2.9,14,34.68,3,6,50,51,0,8.6,4.8,3.8,2018,9
Antonio Callaway,CLE,WR,2.1,1.8,13,19.56,3,5,60,51,0,5.5,8,-2.5,2018,9
Jarvis Landry,CLE,WR,8,3.4,8.6,18.11,6,7,85.71,50,0,1.6,2.5,-1,2018,9
Mark Andrews,BAL,TE,4.8,2,15.2,31.91,3,6,50,50,0,4.9,6.9,-2,2018,9
Anthony Miller,CHI,WR,5.8,2.3,10.1,29.4,5,6,83.33,49,0,0.9,1.7,-0.8,2018,9
Gerald Everett,LAR,TE,7.1,5.8,6.4,8.87,3,5,60,48,0,8.7,6.7,2,2018,9
Emmanuel Sanders,DEN,WR,7.3,3.4,9.4,35.98,6,9,66.67,47,0,2.7,6.2,-3.4,2018,9
Danny Amendola,MIA,WR,4.5,2.6,9.5,39.25,5,7,71.43,47,0,3.4,6,-2.6,2018,9
Taylor Gabriel,CHI,WR,6.3,3.6,8.3,20.03,3,5,60,45,0,4.1,6.5,-2.4,2018,9
Mohamed Sanu,ATL,WR,6.3,1.5,6.5,14.13,4,5,80,45,0,4.4,4.5,-0.2,2018,9
Devin Funchess,CAR,WR,5,1.5,9.8,28.49,4,5,80,44,0,2.7,2.2,0.5,2018,9
Antonio Brown,PIT,WR,5.4,1.8,10.2,33.88,5,10,50,42,1,4.5,6.2,-1.8,2018,9
Davante Adams,GB,WR,5.5,3,7.7,17.5,6,9,66.67,40,1,5.2,6.2,-1,2018,9
Kelvin Benjamin,BUF,WR,5.5,1.9,14.6,50.3,4,9,44.44,40,0,2.1,3,-0.9,2018,9
Logan Thomas,BUF,TE,4.7,3.4,3.3,10.21,7,8,87.5,40,0,2.4,4.3,-1.8,2018,9
Breshad Perriman,CLE,WR,7.1,1.5,19.4,35.12,2,6,33.33,36,0,9.6,6,3.6,2018,9
Jason Croom,BUF,TE,5.4,3.3,4.2,7.97,3,5,60,36,0,10.5,7.8,2.6,2018,9
Jordan Reed,WAS,TE,6,3.8,8.3,12.92,4,6,66.67,34,0,2.7,5.7,-3.1,2018,9
Robby Anderson,NYJ,WR,7.1,3.9,13.2,29.69,4,7,57.14,32,0,3.1,5,-1.9,2018,9
Michael Crabtree,BAL,WR,5.1,3.4,12.8,31.17,3,7,42.86,32,0,3.7,10.1,-6.3,2018,9
Josh Doctson,WAS,WR,6.3,1.8,12.6,19.51,3,6,50,31,1,1.1,1,0.1,2018,9
Vance McDonald,PIT,TE,4.4,2.1,6.3,12.54,3,6,50,25,0,0.2,1,-0.8,2018,9
Randall Cobb,GB,WR,6.3,3.3,4.6,7.03,5,6,83.33,24,0,5.4,6,-0.5,2018,9
Adam Thielen,MIN,WR,5.6,2.7,7.2,38.97,4,7,57.14,22,1,2.3,2.3,0,2018,9
Jermaine Kearse,NYJ,WR,6,3.5,9.1,26.09,3,9,33.33,20,0,2.4,4.9,-2.5,2018,9
Zay Jones,BUF,WR,7.6,2.8,2.5,5.82,4,6,66.67,18,0,2,2.9,-0.9,2018,9
Terrelle Pryor,BUF,WR,7.5,1.7,11.9,22.75,2,5,40,17,0,0.2,1.3,-1.1,2018,9
James Washington,PIT,WR,6.9,2.3,8,13.26,2,5,40,17,0,1.8,2.4,-0.6,2018,9
John Brown,BAL,WR,3.1,3.6,7.9,16.61,3,6,50,17,0,0.5,2.5,-2,2018,9
Paul Richardson,WAS,WR,7.3,2.2,11,17.12,2,6,33.33,16,0,-0.9,0.6,-1.5,2018,9
Mike Evans,TB,WR,5.9,1.4,13.1,37.34,1,10,10,16,0,0.9,1.9,-1,2018,9
David Moore,SEA,WR,4.9,2.6,12.1,30.42,2,7,28.57,16,0,6.7,7.9,-1.2,2018,9
Zach Ertz,PHI,TE,6.9,4.2,7.3,30.7,14,16,87.5,145,2,3.4,4,-0.7,2018,10
Allen Robinson,CHI,WR,4.9,2,13.9,34.12,6,8,75,133,2,10.3,7,3.3,2018,10
Corey Davis,TEN,WR,4.9,2.6,15.3,56.12,7,10,70,125,1,3.4,3.9,-0.5,2018,10
Anthony Miller,CHI,WR,7.5,4.7,11.3,20.71,5,6,83.33,122,1,13.8,5.9,7.9,2018,10
Tyreek Hill,KC,WR,5.7,3.8,11.1,55.12,7,10,70,117,2,8,7.4,0.7,2018,10
Julio Jones,ATL,WR,4.5,3,9.5,39.14,7,11,63.64,107,1,4.5,4.7,-0.2,2018,10
Julian Edelman,NE,WR,5.6,3.2,6.2,20.77,9,12,75,104,0,5.5,4.4,1.1,2018,10
Chris Godwin,TB,WR,9.2,4.1,10.1,16.75,7,7,100,103,0,4.6,2.8,1.8,2018,10
Brandin Cooks,LAR,WR,6.9,4.5,5.6,26.4,10,12,83.33,100,0,5.2,6.2,-1.1,2018,10
Antonio Brown,PIT,WR,4.8,2.7,9.1,46.99,6,6,100,96,1,6.9,7.6,-0.7,2018,10
Zay Jones,BUF,WR,5.9,3,9.9,33.61,8,11,72.73,93,1,4.9,4.4,0.5,2018,10
JuJu Smith-Schuster,PIT,WR,6,3.8,8.3,35.59,3,5,60,90,1,23,15.4,7.5,2018,10
Robert Woods,LAR,WR,7,3,14.9,29.28,4,5,80,89,0,5.8,5.6,0.2,2018,10
Nelson Agholor,PHI,WR,7.7,2.6,19.8,36.53,5,7,71.43,83,0,5.5,7.6,-2.1,2018,10
George Kittle,SF,TE,4.8,2.5,3.7,14.05,9,10,90,83,0,5.5,5.1,0.4,2018,10
Josh Gordon,NE,WR,3.6,1.6,16.6,55.96,4,12,33.33,81,0,6,4.4,1.6,2018,10
Kenny Golladay,DET,WR,3.4,2.3,13.1,48.43,6,13,46.15,78,1,4.3,6,-1.7,2018,10
T.Y. Hilton,IND,WR,5.8,2.6,9.5,27.63,3,7,42.86,77,0,11,16,-5,2018,10
Amari Cooper,DAL,WR,5.3,2.5,12,62.78,6,10,60,75,0,3.9,3.2,0.6,2018,10
Odell Beckham,NYG,WR,4.7,2.4,15.4,64.43,4,11,36.36,73,2,2.6,3.3,-0.7,2018,10
